Customer_ID_number,OrderDate,Items,ItemCategory,Gender,Geographic location,Purchase History,ProductPrice,OrderQuantity,OrderNumber,PaymentMethod,Age
4954,5/11/2025,Golden Morn,Food,F,Mafoluku,7/9/2022,950,1,SO21336,Bank transfer,54
4864,5/20/2025,Spaghetti,Food,F,Ikeja,12/1/2023,450,4,SO80576,Debit card,60
4464,1/5/2025,Hand Sanitizer,Personal Care,F,Agege,5/24/2024,1843,5,SO33135,Debit card,79
3089,5/20/2025,Jik Bleach,Cleaning,F,Ilupeju,4/27/2022,1442,5,SO91721,Cash Payment,23
3764,1/16/2025,Friso Gold Milk,Baby Products,F,Sangotedo,7/17/2024,5884,5,SO34245,Cash Payment,35
1804,2/16/2025,Phone Charger,Electronics,M,Agege,11/2/2024,2404,4,SO84255,Cash Payment,46
4804,2/14/2025,Phone Charger,Electronics,M,Oshodi,11/30/2024,2404,1,SO47420,Cash Payment,69
3545,1/7/2025,Friso Gold Milk,Baby Products,F,Festac town,7/2/2023,5884,8,SO42353,Bank transfer,61
3904,1/5/2025,Friso Gold Milk,Baby Products,M,Ilupeju,1/3/2022,5884,4,SO99585,Debit card,54
1893,4/14/2025,Chin Chin,Snack,M,Agege,11/6/2024,1800,8,SO56780,Debit card,34
3418,2/14/2025,Hypo Bleach,Cleaning,F,Iyana ipaja,3/3/2025,1603,4,SO63637,Debit card,19
3694,5/1/2025,Semovita,Food,M,Ibeju lekki,2/22/2025,3400,3,SO73715,Bank transfer,31
2613,5/17/2025,Milo,Beverage,F,Ikorodu,1/27/2025,1200,9,SO45669,Cash Payment,62
3141,1/8/2025,Maggi Cubes,Food Seasoning,F,Ilupeju,4/24/2024,700,10,SO26952,Bank transfer,60
4501,2/13/2025,Always Sanitary Pad,Toiletries,M,Sangotedo,8/25/2023,950,3,SO83549,Debit card,63
3424,5/6/2025,Coca-Cola,Beverage,M,Sangotedo,12/27/2024,500,3,SO21850,Bank transfer,50
2564,4/14/2025,Hollandia Yoghurt,Beverage,M,Mafoluku,8/27/2022,1500,7,SO29400,Cash Payment,36
2575,3/29/2025,Plantain Chips,Snack,M,Iyana ipaja,2/8/2024,1500,3,SO84217,Debit card,36
4507,1/14/2025,Beans,Food,F,Mushin,3/8/2022,12000,7,SO82034,Cash Payment,62
1492,3/25/2025,Phone Charger,Electronics,M,Agege,1/19/2022,2404,10,SO10425,Bank transfer,48
1514,5/16/2025,Beans,Food,F,Shomolu,3/15/2024,12000,9,SO78694,Debit card,80
1732,5/10/2025,Sugar,Food,F,Fadeyi,5/9/2024,1000,8,SO30678,Debit card,77
3161,4/15/2025,Eva Water,Beverage,F,Oshodi,12/13/2024,400,3,SO24521,Cash Payment,37
3094,1/20/2025,Dettol Antiseptic,Cleaning,M,Mafoluku,11/26/2024,1533,6,SO40374,Cash Payment,69
1585,4/9/2025,Milo,Beverage,M,Agege,2/24/2024,1200,1,SO70112,Cash Payment,62
1707,1/10/2025,Friso Gold Milk,Baby Products,M,Oshodi,8/24/2023,5884,3,SO67641,Debit card,31
2467,1/26/2025,Maggi Cubes,Food Seasoning,F,Iganmu,5/31/2023,700,7,SO94543,Debit card,71
2143,3/30/2025,Spaghetti,Food,M,Iganmu,2/1/2025,450,3,SO28419,Bank transfer,44
2088,1/30/2025,Hollandia Yoghurt,Beverage,M,Ogba,4/28/2024,1500,5,SO70676,Debit card,36
2814,4/27/2025,Milo,Beverage,F,Ketu,5/8/2025,1200,1,SO74811,Bank transfer,37
3940,4/13/2025,Coca-Cola,Beverage,M,Mafoluku,10/26/2023,500,9,SO11721,Cash Payment,58
4177,4/25/2025,Fayrouz,Beverage,M,Ogba,4/3/2025,500,7,SO79780,Debit card,34
4260,2/23/2025,Friso Gold Milk,Baby Products,M,Mushin,3/13/2023,5884,1,SO13619,Bank transfer,79
2169,5/4/2025,Chin Chin,Snack,F,Mafoluku,4/1/2022,1800,10,SO40511,Cash Payment,21
1612,5/2/2025,MTN Airtime ?500,Airtime,F,Ketu,2/23/2025,500,7,SO83127,Cash Payment,47
1464,3/10/2025,Cerelac,Baby Products,F,Lagos Island,10/22/2023,8540,7,SO79247,Bank transfer,55
3870,5/7/2025,Milo,Beverage,M,Ilupeju,12/29/2023,1200,8,SO56488,Cash Payment,53
3253,4/19/2025,Close-Up Toothpaste,Personal Care,F,Ogba,10/13/2022,1736,8,SO44612,Debit card,65
2784,3/7/2025,Always Sanitary Pad,Toiletries,M,Ikotun,11/24/2022,950,7,SO87260,Cash Payment,29
2548,2/22/2025,Eva Water,Beverage,M,Ketu,1/9/2023,400,1,SO83221,Cash Payment,47
4064,3/4/2025,Close-Up Toothpaste,Personal Care,F,Iyana ipaja,5/20/2024,1736,4,SO67347,Cash Payment,56
2309,3/15/2025,Milo,Beverage,F,Shomolu,12/12/2022,1200,10,SO69571,Cash Payment,69
3104,4/6/2025,Golden Morn,Food,F,Lagos Island,4/13/2023,950,4,SO88398,Bank transfer,23
2849,4/26/2025,Milo,Beverage,M,Ikotun,2/4/2022,1200,1,SO54776,Debit card,33
3461,5/8/2025,Jik Bleach,Cleaning,F,Badore,5/21/2025,1442,5,SO43736,Cash Payment,57
1601,5/25/2025,Jik Bleach,Cleaning,M,Surulere,7/28/2023,1442,2,SO80230,Bank transfer,51
3701,5/11/2025,Sugar,Food,M,Iganmu,11/1/2024,1000,5,SO75968,Cash Payment,35
3955,1/17/2025,Coca-Cola,Beverage,F,Badore,8/4/2024,500,5,SO91765,Debit card,51
4719,4/4/2025,Golden Morn,Food,F,Oshodi,5/23/2025,950,2,SO75860,Bank transfer,74
1690,3/20/2025,Local Broom,Cleaning,F,Ikeja,7/31/2024,1579,9,SO91968,Bank transfer,71
1315,5/14/2025,Semovita,Food,F,Surulere,1/20/2025,3400,7,SO28163,Debit card,59
3772,4/25/2025,Johnson's Baby Lotion,Baby Products,F,Iyana ipaja,1/7/2022,6812,10,SO68125,Bank transfer,50
3797,2/4/2025,La Casera Apple Drink,Beverage,M,Ikeja,4/9/2022,350,5,SO60727,Cash Payment,23
3515,5/16/2025,Semovita,Food,M,Iganmu,5/14/2025,3400,5,SO64926,Bank transfer,25
4163,4/2/2025,Jik Bleach,Cleaning,M,Ilupeju,11/5/2024,1442,2,SO46983,Cash Payment,32
1374,5/3/2025,Semovita,Food,F,Fadeyi,4/13/2024,3400,6,SO88238,Cash Payment,25
2775,4/17/2025,Bobo Yogurt,Beverage,M,Mushin,6/17/2022,1000,1,SO84856,Bank transfer,45
3937,3/25/2025,Beans,Food,M,Iyana ipaja,4/14/2024,12000,3,SO42163,Debit card,36
3166,4/27/2025,Notebook (60 leaves),Stationery,M,Yaba,2/12/2023,1769,8,SO77627,Bank transfer,24
1805,3/13/2025,Eva Water,Beverage,M,Badore,3/7/2023,400,7,SO59016,Cash Payment,68
2624,5/24/2025,Baby Feeding Bottle,Baby Products,F,Surulere,1/26/2025,5520,3,SO78564,Debit card,26
4072,3/23/2025,Fayrouz,Beverage,M,Mushin,11/24/2023,500,7,SO43873,Debit card,40
1794,1/18/2025,Diaper Rash Cream,Baby Products,M,Fadeyi,6/25/2024,8148,5,SO38979,Cash Payment,39
3673,5/5/2025,Bread (Small Loaf),Food,F,Mafoluku,7/3/2024,1300,8,SO18755,Cash Payment,71
2696,4/22/2025,Spaghetti,Food,F,Fagba,11/22/2023,450,7,SO61489,Bank transfer,37
1991,1/20/2025,Maggi Cubes,Food Seasoning,F,Ikotun,10/3/2022,700,3,SO39176,Cash Payment,41
2321,2/27/2025,Maggi Cubes,Food Seasoning,F,Iganmu,1/26/2022,700,6,SO41301,Bank transfer,78
2636,5/27/2025,Always Sanitary Pad,Toiletries,M,Sangotedo,2/24/2025,950,5,SO82780,Cash Payment,62
4721,3/16/2025,Dettol Antiseptic,Cleaning,M,Oshodi,2/12/2022,1533,2,SO41672,Debit card,21
3051,5/10/2025,Pampers Baby-Dry,Baby Products,M,Agege,1/18/2022,5100,5,SO28850,Bank transfer,27
1705,4/26/2025,Phone Charger,Electronics,F,Lakowe,2/25/2025,2404,6,SO55900,Bank transfer,68
4714,1/10/2025,Baby Feeding Bottle,Baby Products,F,Mafoluku,5/22/2024,5520,6,SO23794,Debit card,59
1327,1/16/2025,Bournvita,Beverage,F,Ogba,11/16/2024,1150,1,SO28351,Debit card,23
4719,3/1/2025,Bread (Small Loaf),Food,F,Badore,1/25/2022,1300,8,SO58384,Debit card,74
3185,1/15/2025,Hollandia Yoghurt,Beverage,F,Ibeju lekki,5/12/2024,1500,4,SO10796,Cash Payment,66
3621,5/14/2025,Maggi Cubes,Food Seasoning,M,Fadeyi,4/3/2022,700,4,SO61296,Bank transfer,76
3308,3/7/2025,Jik Bleach,Cleaning,M,Yaba,4/28/2024,1442,4,SO66568,Cash Payment,63
1915,5/2/2025,Jik Bleach,Cleaning,M,Fadeyi,10/8/2024,1442,4,SO50081,Cash Payment,74
2753,5/18/2025,Phone Charger,Electronics,M,Ibeju lekki,1/17/2025,2404,10,SO84832,Debit card,46
2792,3/10/2025,Coca-Cola,Beverage,F,Iyana ipaja,11/1/2022,500,3,SO51247,Debit card,70
1723,3/11/2025,Always Sanitary Pad,Toiletries,F,Ogba,12/18/2023,950,3,SO34579,Cash Payment,72
4398,1/19/2025,Jik Bleach,Cleaning,M,Sangotedo,7/30/2024,1442,10,SO72054,Cash Payment,35
4667,4/17/2025,Phone Charger,Electronics,F,Ogba,6/6/2023,2404,10,SO86746,Bank transfer,18
2691,5/31/2025,Spaghetti,Food,F,Ketu,2/9/2025,450,7,SO96408,Bank transfer,21
1636,3/24/2025,Maggi Cubes,Food Seasoning,F,Yaba,8/30/2024,700,5,SO83069,Cash Payment,20
2681,4/21/2025,Chin Chin,Snack,M,Fagba,3/13/2024,1800,1,SO46694,Debit card,59
3854,1/11/2025,Shea Butter,Personal Care,M,Lakowe,3/4/2024,1855,5,SO24441,Cash Payment,19
2571,4/23/2025,Hand Sanitizer,Personal Care,F,Ikorodu,2/20/2022,1843,1,SO15657,Cash Payment,20
3789,1/31/2025,Chin Chin,Snack,M,Fadeyi,9/29/2023,1800,4,SO22523,Cash Payment,67
4119,1/30/2025,Golden Morn,Food,M,Festac town,10/21/2022,950,6,SO34293,Bank transfer,26
3099,5/30/2025,Golden Morn,Food,F,Iganmu,1/6/2024,950,8,SO86804,Cash Payment,30
1213,3/5/2025,Chin Chin,Snack,F,Shomolu,2/12/2022,1800,1,SO78490,Bank transfer,53
2294,4/5/2025,Power Bank,Electronics,F,Ikotun,9/18/2024,20000,5,SO75387,Debit card,34
2149,4/6/2025,Chin Chin,Snack,M,Oshodi,8/13/2024,1800,9,SO21037,Debit card,36
4019,5/10/2025,Baby Oil,Baby Products,M,Ikotun,7/5/2024,8246,6,SO97043,Bank transfer,52
4167,5/30/2025,Baby Towel,Baby Products,F,Ilupeju,3/21/2025,9738,1,SO74043,Debit card,20
2885,4/10/2025,Dano Milk,Dairy,F,Ogba,1/26/2023,120,7,SO52210,Cash Payment,50
4706,5/23/2025,Salt,Food,M,Lagos Island,6/19/2024,500,9,SO47808,Cash Payment,53
3786,2/5/2025,Dettol Antiseptic,Cleaning,M,Mafoluku,4/25/2024,1533,10,SO77387,Debit card,56
2019,5/3/2025,Shea Butter,Personal Care,M,Mushin,2/11/2023,1855,5,SO11250,Bank transfer,39
4675,4/28/2025,Hollandia Yoghurt,Beverage,M,Ibeju lekki,10/22/2024,1500,2,SO64164,Bank transfer,58
4042,1/4/2025,Beans,Food,F,Sangotedo,9/3/2024,12000,8,SO34505,Debit card,19
2102,3/13/2025,Coca-Cola,Beverage,F,Ketu,6/23/2022,500,3,SO45499,Bank transfer,57
2240,4/3/2025,Shea Butter,Personal Care,F,Ikorodu,3/13/2023,1855,3,SO18971,Debit card,32
2151,1/26/2025,Maggi Cubes,Food Seasoning,F,Ilupeju,3/25/2025,700,5,SO94439,Cash Payment,43
3878,2/13/2025,Semovita,Food,M,Festac town,10/26/2024,3400,7,SO29480,Cash Payment,70
4235,4/19/2025,Dano Milk,Dairy,F,Iganmu,6/20/2022,120,2,SO48194,Bank transfer,32
4817,1/8/2025,Dove Body Wash,Personal Care,M,Yaba,5/15/2024,1778,4,SO64004,Debit card,46
1992,3/31/2025,Semovita,Food,M,Ogba,11/28/2022,3400,1,SO40169,Bank transfer,38
3407,4/10/2025,Indomie Instant Noodles,Food,M,Ketu,8/18/2023,250,8,SO98016,Cash Payment,76
3668,5/4/2025,Sponge (Pack),Cleaning,M,Ikotun,10/15/2023,1512,10,SO50910,Cash Payment,70
3500,3/15/2025,Oral-B Toothbrush,Personal Care,M,Badore,6/16/2023,1147,6,SO61374,Bank transfer,46
1874,5/28/2025,Hollandia Yoghurt,Beverage,F,Fagba,9/17/2023,1500,6,SO60498,Bank transfer,40
1343,2/5/2025,Baby Feeding Bottle,Baby Products,M,Lakowe,8/29/2023,5520,6,SO44359,Cash Payment,38
3234,1/2/2025,Indomie Instant Noodles,Food,F,Mafoluku,4/1/2025,250,3,SO11328,Debit card,51
1430,5/27/2025,Rechargeable Torch Light,Misc,F,Ikorodu,2/25/2022,5735,6,SO45520,Cash Payment,43
3772,3/7/2025,Huggies Baby Wipes,Baby Products,F,Festac town,10/15/2023,8052,10,SO16413,Cash Payment,50
2981,4/1/2025,Golden Morn,Food,F,Ilupeju,7/24/2023,950,1,SO14927,Bank transfer,26
1287,4/14/2025,Spaghetti,Food,M,Iyana ipaja,8/12/2023,450,2,SO75952,Debit card,80
1500,3/16/2025,Pampers Baby-Dry,Baby Products,M,Yaba,10/15/2024,5100,9,SO56540,Debit card,23
2193,1/18/2025,Milo,Beverage,F,Ogba,11/20/2022,1200,10,SO78848,Debit card,28
1997,1/22/2025,Shea Butter,Personal Care,F,Iganmu,9/9/2022,1855,10,SO32680,Bank transfer,26
4546,4/4/2025,Friso Gold Milk,Baby Products,F,Ibeju lekki,10/28/2024,5884,3,SO16371,Debit card,51
4736,2/24/2025,Milo,Beverage,F,Mafoluku,8/12/2024,1200,1,SO55159,Bank transfer,52
1959,1/4/2025,Baby Feeding Bottle,Baby Products,M,Ikorodu,2/6/2022,5520,8,SO19218,Cash Payment,42
1974,3/16/2025,Baby Feeding Bottle,Baby Products,M,Lagos Island,3/5/2024,5520,8,SO48856,Debit card,18
2421,2/16/2025,Always Sanitary Pad,Toiletries,M,Surulere,4/28/2022,950,6,SO51387,Cash Payment,20
1513,3/25/2025,Maggi Cubes,Food Seasoning,M,Iyana ipaja,2/3/2023,700,1,SO57952,Bank transfer,40
1905,1/26/2025,La Casera Apple Drink,Beverage,M,Oshodi,1/13/2025,350,5,SO25664,Bank transfer,21
2810,5/24/2025,Jik Bleach,Cleaning,F,Sangotedo,9/1/2022,1442,9,SO53065,Cash Payment,56
2867,4/10/2025,Beans,Food,M,Mafoluku,11/8/2023,12000,2,SO11206,Cash Payment,72
3962,1/3/2025,Phone Charger,Electronics,F,Fadeyi,1/26/2022,2404,1,SO92445,Debit card,51
1088,5/2/2025,Lipton Tea,Beverage,M,Ilupeju,6/22/2022,850,5,SO91881,Debit card,61
4976,5/26/2025,Extension Box,Electronics,M,Agege,9/28/2023,3000,4,SO31048,Debit card,72
4056,2/11/2025,Dettol Soap,Personal Care,F,Badore,1/17/2025,1722,5,SO54344,Debit card,60
3611,5/17/2025,Local Broom,Cleaning,M,Sangotedo,1/5/2024,1579,8,SO46112,Bank transfer,20
1420,1/17/2025,Morning Fresh Dishwash,Cleaning,F,Fadeyi,12/1/2022,1451,10,SO27843,Debit card,55
4286,3/19/2025,La Casera Apple Drink,Beverage,F,Iyana ipaja,1/22/2024,350,2,SO27064,Bank transfer,48
4918,1/22/2025,Local Broom,Cleaning,M,Mafoluku,3/26/2025,1579,7,SO94795,Cash Payment,52
4783,1/13/2025,Golden Morn,Food,M,Iganmu,12/28/2023,950,3,SO67074,Cash Payment,36
3709,3/26/2025,Eva Water,Beverage,M,Iyana ipaja,11/18/2023,400,1,SO49659,Cash Payment,28
4289,2/6/2025,Local Broom,Cleaning,M,Ikotun,2/8/2024,1579,2,SO35685,Bank transfer,30
1559,5/5/2025,Hand Sanitizer,Personal Care,M,Agege,11/4/2023,1843,3,SO58760,Cash Payment,71
2900,3/10/2025,Golden Morn,Food,F,Ikotun,2/3/2024,950,9,SO20290,Bank transfer,38
1905,4/6/2025,Lipton Tea,Beverage,F,Shomolu,9/21/2022,850,8,SO52023,Debit card,21
3527,2/26/2025,Cerelac,Baby Products,M,Ikorodu,2/16/2022,8540,2,SO12704,Cash Payment,76
1495,4/24/2025,Sugar,Food,M,Festac town,4/16/2022,1000,8,SO11676,Cash Payment,62
3558,2/26/2025,Semovita,Food,F,Agege,4/24/2024,3400,8,SO69186,Debit card,50
3128,2/13/2025,Jik Bleach,Cleaning,F,Lakowe,8/19/2024,1442,8,SO35395,Bank transfer,66
1863,1/7/2025,Notebook (60 leaves),Stationery,M,Ikotun,7/13/2023,1769,5,SO25718,Debit card,80
3841,4/16/2025,MTN Airtime ?500,Airtime,F,Festac town,4/10/2025,500,5,SO40175,Cash Payment,39
3903,1/28/2025,Baby Towel,Baby Products,F,Ketu,9/25/2024,9738,9,SO85549,Cash Payment,52
2658,1/25/2025,Hand Sanitizer,Personal Care,F,Fagba,2/29/2024,1843,5,SO88220,Bank transfer,78
4272,4/12/2025,Phone Charger,Electronics,F,Agege,5/21/2024,2404,10,SO82195,Cash Payment,32
1120,5/17/2025,Indomie Instant Noodles,Food,M,Sangotedo,6/19/2022,250,4,SO21807,Bank transfer,71
2676,1/16/2025,Fayrouz,Beverage,M,Iganmu,4/17/2023,500,8,SO99831,Cash Payment,54
1697,5/13/2025,Huggies Baby Wipes,Baby Products,M,Agege,3/9/2023,8052,4,SO79152,Bank transfer,27
2507,2/13/2025,Close-Up Toothpaste,Personal Care,F,Shomolu,11/19/2023,1736,4,SO29130,Bank transfer,44
4620,5/1/2025,Hand Sanitizer,Personal Care,F,Festac town,3/28/2023,1843,5,SO42204,Cash Payment,70
3365,4/2/2025,Golden Morn,Food,M,Yaba,11/30/2022,950,9,SO49098,Bank transfer,60
2978,4/5/2025,Maggi Cubes,Food Seasoning,M,Oshodi,7/6/2022,700,8,SO98445,Bank transfer,29
2910,3/7/2025,Jik Bleach,Cleaning,M,Surulere,11/12/2022,1442,7,SO23528,Debit card,23
1061,3/17/2025,Lipton Tea,Beverage,M,Iyana ipaja,5/20/2025,850,2,SO40933,Debit card,37
3276,2/9/2025,MTN Airtime ?500,Airtime,M,Ikeja,4/26/2025,500,7,SO55705,Debit card,54
1326,1/13/2025,Baby Towel,Baby Products,F,Ikeja,3/17/2025,9738,6,SO82896,Cash Payment,38
3023,3/8/2025,Milo,Beverage,F,Fagba,1/20/2025,1200,5,SO18157,Cash Payment,28
2185,5/26/2025,Maggi Cubes,Food Seasoning,M,Mafoluku,10/2/2024,700,1,SO76583,Bank transfer,45
3552,5/22/2025,Dettol Soap,Personal Care,F,Lakowe,3/26/2024,1722,6,SO70737,Bank transfer,47
1967,1/1/2025,Earphones,Electronics,M,Ikorodu,10/11/2024,13000,1,SO16847,Cash Payment,63
4708,4/24/2025,Bread (Small Loaf),Food,M,Sangotedo,1/19/2024,1300,10,SO53370,Bank transfer,19
2874,3/27/2025,Maggi Cubes,Food Seasoning,M,Fadeyi,2/1/2024,700,5,SO33600,Cash Payment,62
4177,5/6/2025,La Casera Apple Drink,Beverage,M,Mushin,3/4/2023,350,2,SO64515,Cash Payment,34
1663,3/1/2025,Golden Morn,Food,M,Ketu,11/17/2024,950,6,SO43827,Cash Payment,57
2632,1/1/2025,Sugar,Food,F,Agege,5/25/2023,1000,4,SO88978,Debit card,28
1377,1/2/2025,Chin Chin,Snack,M,Lagos Island,10/23/2023,1800,9,SO75483,Cash Payment,67
4162,2/23/2025,Spaghetti,Food,M,Ibeju lekki,3/13/2023,450,6,SO73007,Debit card,32
2270,1/16/2025,Bread (Small Loaf),Food,F,Ikeja,4/25/2023,1300,10,SO10348,Debit card,36
4829,5/10/2025,Milo,Beverage,M,Ikeja,4/10/2024,1200,3,SO32344,Bank transfer,21
3811,2/10/2025,Golden Morn,Food,F,Iganmu,8/21/2022,950,9,SO10481,Bank transfer,26
4766,1/23/2025,Fayrouz,Beverage,F,Lagos Island,4/16/2022,500,8,SO32997,Cash Payment,70
2436,2/27/2025,Extension Box,Electronics,F,Badore,9/22/2022,3000,2,SO88521,Cash Payment,80
3860,3/14/2025,Gala Sausage Roll,Snack,M,Ketu,2/16/2023,500,1,SO44950,Debit card,39
4875,3/15/2025,Fayrouz,Beverage,F,Ikotun,2/22/2023,500,6,SO81436,Cash Payment,20
1587,3/20/2025,Earphones,Electronics,M,Mafoluku,4/1/2025,13000,10,SO33979,Debit card,29
4038,4/4/2025,Morning Fresh Dishwash,Cleaning,M,Mafoluku,5/5/2022,1451,2,SO92857,Bank transfer,18
4750,3/8/2025,Shea Butter,Personal Care,M,Iganmu,11/28/2022,1855,7,SO27201,Bank transfer,61
1199,2/26/2025,Dano Milk,Dairy,F,Shomolu,5/20/2023,120,5,SO13508,Cash Payment,30
1603,3/10/2025,Golden Morn,Food,M,Ogba,1/3/2023,950,6,SO61330,Cash Payment,20
3111,3/30/2025,Maggi Cubes,Food Seasoning,M,Sangotedo,3/2/2024,700,3,SO69916,Debit card,80
3894,5/28/2025,Local Broom,Cleaning,M,Agege,6/28/2024,1579,7,SO46077,Cash Payment,48
1456,5/24/2025,Baby Feeding Bottle,Baby Products,F,Ikorodu,11/17/2023,5520,2,SO84189,Bank transfer,19
2022,4/4/2025,Earphones,Electronics,M,Fadeyi,2/18/2024,13000,6,SO17941,Debit card,58
2505,5/1/2025,Golden Morn,Food,M,Ikorodu,12/25/2024,950,5,SO90154,Debit card,48
4851,1/20/2025,Indomie Instant Noodles,Food,F,Mafoluku,7/24/2022,250,5,SO61286,Cash Payment,56
4293,5/22/2025,Phone Charger,Electronics,M,Ilupeju,5/18/2025,2404,6,SO60247,Debit card,60
2775,5/9/2025,MTN Airtime ?500,Airtime,M,Fadeyi,12/3/2022,500,5,SO85013,Bank transfer,45
3693,4/27/2025,Golden Morn,Food,F,Mafoluku,1/30/2022,950,7,SO14454,Bank transfer,74
1202,3/2/2025,Hand Sanitizer,Personal Care,F,Shomolu,12/15/2023,1843,4,SO55497,Cash Payment,20
3699,3/29/2025,Lipton Tea,Beverage,M,Fadeyi,5/13/2023,850,10,SO37791,Debit card,47
4152,4/25/2025,Spaghetti,Food,F,Fagba,3/19/2022,450,10,SO31996,Cash Payment,63
4155,4/14/2025,Morning Fresh Dishwash,Cleaning,F,Ogba,7/17/2023,1451,2,SO45915,Debit card,19
4010,3/20/2025,Lipton Tea,Beverage,M,Lagos Island,8/18/2022,850,5,SO31604,Cash Payment,20
4389,5/2/2025,Coca-Cola,Beverage,F,Ibeju lekki,4/7/2023,500,3,SO21777,Debit card,45
3746,2/20/2025,Spaghetti,Food,M,Ikotun,5/14/2023,450,9,SO52263,Debit card,20
2560,1/1/2025,Dano Milk,Dairy,F,Lakowe,10/12/2022,120,9,SO78321,Cash Payment,47
1503,4/22/2025,Chin Chin,Snack,F,Ikorodu,8/9/2022,1800,9,SO10996,Bank transfer,39
2555,1/30/2025,Chin Chin,Snack,F,Fagba,8/25/2023,1800,5,SO18912,Bank transfer,54
3645,2/3/2025,Dano Milk,Dairy,M,Shomolu,8/8/2023,120,5,SO89867,Cash Payment,48
3886,3/10/2025,Maggi Cubes,Food Seasoning,M,Shomolu,12/21/2024,700,5,SO31240,Cash Payment,71
2932,2/11/2025,Semovita,Food,M,Shomolu,3/30/2025,3400,3,SO45697,Bank transfer,45
1711,5/25/2025,Shea Butter,Personal Care,M,Fadeyi,7/17/2023,1855,2,SO17187,Bank transfer,67
4291,5/21/2025,Chin Chin,Snack,F,Oshodi,3/20/2024,1800,5,SO61079,Debit card,56
1143,4/29/2025,Hand Sanitizer,Personal Care,M,Agege,2/20/2024,1843,5,SO62545,Debit card,58
4564,4/22/2025,Fayrouz,Beverage,F,Shomolu,11/2/2022,500,1,SO35526,Cash Payment,27
3337,1/23/2025,Johnson's Baby Lotion,Baby Products,M,Badore,11/25/2024,6812,2,SO26324,Bank transfer,47
4931,2/11/2025,Spaghetti,Food,M,Ilupeju,8/16/2022,450,9,SO69613,Bank transfer,24
2623,5/18/2025,Always Sanitary Pad,Toiletries,F,Fagba,9/8/2024,950,4,SO71849,Cash Payment,74
4581,4/4/2025,Spaghetti,Food,M,Badore,1/18/2024,450,8,SO71745,Debit card,49
2635,4/2/2025,Semovita,Food,F,Badore,3/27/2025,3400,1,SO35419,Bank transfer,59
1095,2/5/2025,Lipton Tea,Beverage,M,Fagba,12/15/2023,850,2,SO85306,Debit card,20
2990,2/27/2025,Lipton Tea,Beverage,M,Sangotedo,6/6/2024,850,8,SO45614,Cash Payment,69
2426,2/9/2025,Indomie Instant Noodles,Food,F,Surulere,1/17/2024,250,2,SO74793,Debit card,51
4555,4/29/2025,Fayrouz,Beverage,M,Yaba,5/5/2025,500,1,SO38975,Cash Payment,77
3635,4/23/2025,Lipton Tea,Beverage,M,Oshodi,11/28/2023,850,6,SO99561,Cash Payment,79
3058,4/24/2025,Semovita,Food,F,Iganmu,1/4/2022,3400,8,SO87714,Cash Payment,73
4391,4/8/2025,Indomie Instant Noodles,Food,F,Mushin,10/29/2022,250,8,SO17689,Cash Payment,24
1306,2/25/2025,Milo,Beverage,M,Ikotun,2/5/2022,1200,6,SO48746,Debit card,78
1024,4/7/2025,Maggi Cubes,Food Seasoning,F,Ibeju lekki,1/23/2024,700,6,SO20657,Cash Payment,43
1295,3/9/2025,Cerelac,Baby Products,F,Iyana ipaja,5/9/2023,8540,8,SO40762,Bank transfer,51
1661,4/17/2025,Spaghetti,Food,F,Yaba,10/30/2023,450,2,SO31342,Debit card,34
4591,1/24/2025,Milo,Beverage,F,Fadeyi,3/31/2024,1200,4,SO44244,Debit card,76
3169,1/7/2025,Omo Detergent,Cleaning,F,Fagba,2/15/2025,1338,9,SO54901,Debit card,26
3915,2/21/2025,Phone Charger,Electronics,M,Ikorodu,7/6/2022,2404,3,SO52514,Bank transfer,65
1127,5/2/2025,Always Sanitary Pad,Toiletries,F,Iyana ipaja,9/17/2023,950,1,SO17317,Cash Payment,23
4828,2/18/2025,Omo Detergent,Cleaning,F,Ketu,7/16/2022,1338,6,SO39347,Debit card,22
3683,2/21/2025,Power Bank,Electronics,M,Iganmu,6/24/2024,20000,5,SO78787,Bank transfer,60
1971,2/18/2025,Sunlight Detergent,Cleaning,F,Sangotedo,3/3/2024,1251,1,SO80479,Debit card,40
3014,3/17/2025,Pampers Baby-Dry,Baby Products,F,Mushin,8/24/2023,5100,8,SO33240,Bank transfer,68
3779,3/16/2025,Always Sanitary Pad,Toiletries,F,Sangotedo,10/6/2023,950,4,SO66115,Debit card,42
2489,1/15/2025,Huggies Baby Wipes,Baby Products,M,Ikotun,8/15/2024,8052,5,SO86633,Debit card,73
3564,2/28/2025,Close-Up Toothpaste,Personal Care,M,Ketu,4/28/2025,1736,1,SO94394,Debit card,79
4092,5/15/2025,La Casera Apple Drink,Beverage,M,Yaba,12/5/2023,350,3,SO93016,Bank transfer,22
3221,5/11/2025,Bread (Small Loaf),Food,F,Surulere,9/26/2024,1300,10,SO64126,Cash Payment,29
1279,5/31/2025,Semovita,Food,F,Mafoluku,3/21/2022,3400,7,SO51737,Cash Payment,76
2581,2/20/2025,Sunlight Detergent,Cleaning,M,Ilupeju,5/7/2024,1251,6,SO14262,Debit card,60
2295,1/19/2025,Chin Chin,Snack,F,Yaba,2/19/2023,1800,1,SO71089,Cash Payment,38
4760,5/20/2025,Cerelac,Baby Products,M,Iganmu,1/21/2024,8540,7,SO85231,Debit card,57
